Company,Role,Location,Application/Link,Work Model,Date Posted
Hra/dept of social services,CASE MANAGEMENT SUPERVISOR,"New York, NY",,,"Aug 14, 2024"
Office of the comptroller,College Aide - Artificial Intelligence (AI),"New York, NY",,,"Sep 24, 2024"
Hra/dept of social services,"DEPUTY DIRECTOR, SINGLE ISSUE REVIEW","New York, NY",,On Site,"Oct 19, 2023"
Department of transportation,BOB-Contract Coordinator,"New York, NY",https://www.nyc.gov,On Site,"Jul 7, 2024"
Dept of environment protection,Senior IT Systems Specialist (Cloud and Infrastructure),"New York, NY",,On Site,"Apr 8, 2023"
Nyc housing authority,CARETAKER J (HA),"New York, NY",,,"May 10, 2023"
Nyc housing authority,College Aide L1,"New York, NY",,,"Oct 7, 2024"
Technology & innovation,Senior Data Engineer,"New York, NY",https://http://www.nyc.gov,,"Oct 23, 2024"
Dept of health/mental hygiene,Program Analytics & Reporting Lead,"New York, NY",,,"Aug 23, 2024"
Business integrity commission,General Counsel,"New York, NY",https://a127-ess.nyc.gov,,"Jan 24, 2024"
Dept of health/mental hygiene,"Veterinarian,  Bureau of Veterinary and Pest Control Services","New York, NY",https://a127-jobs.nyc.gov,,"May 28, 2024"
Dept of environment protection,PORTFOLIO MANAGER,"New York, NY",,,"May 22, 2024"
Dept of environment protection,CITY PARK WORKER,"New York, NY",,On Site,"Oct 6, 2023"
Dept of health/mental hygiene,"Supervisor, Office of Treatment, Rehabilitation & Care Coord","New York, NY",,,"Oct 9, 2024"
Department of transportation,Senior Planner,"New York, NY",https://hrb.nycaps.nycnet,On Site,"Oct 30, 2024"
Dept of health/mental hygiene,"College Aide, Bureau of Food Safety and Community Sanitation","New York, NY",,,"Oct 9, 2024"
Dept of design & construction,M/WBE Outreach and Compliance Analyst,"New York, NY",,,"Aug 13, 2024"
Department of transportation,Supervisor Electrician,"New York, NY",https://www.nyc.gov,On Site,"Jul 25, 2023"
Department of transportation,Technology Project Management Analyst,"New York, NY",https://www.nyc.gov,On Site,"Apr 18, 2023"
Hra/dept of social services,MEDICAID ELIGBILITY SPECIALIST,"New York, NY",,,"Oct 9, 2024"
Dept of environment protection,Queens North CB Inspection Supervisor,"New York, NY",,,"Jan 22, 2024"
Department of transportation,Grant Reimbursement Analyst,"New York, NY",https://cityjobs.nyc.gov,On Site,"Jun 7, 2024"
Hra/dept of social services,RENTAL ASSISTANCE CONSULTANT,"New York, NY",,On Site,"Jan 12, 2024"
Dept of design & construction,"Deputy Director, Office of Management and Budget (OMB) Data Unit","New York, NY",,,"Aug 15, 2024"
Taxi & limousine commission,Application Development Manager,"New York, NY",,On Site,"Aug 23, 2024"
Dept of environment protection,Principal Administrative Associate,"New York, NY",,On Site,"Apr 8, 2023"
Department of transportation,Staff Manager,"New York, NY",https://www.nyc.gov,On Site,"May 8, 2023"
Dept of environment protection,SCADA Support Specialist,"New York, NY",,On Site,"Apr 23, 2023"
Dept of design & construction,Senior Construction Project Manager,"New York, NY",,,"Oct 23, 2024"
Dept of environment protection,Assistant Chemical Engineer,"New York, NY",,On Site,"Aug 13, 2023"
Dept of environment protection,"Managing Director, Integrated Water Management","New York, NY",,On Site,"Jan 2, 2024"
Hra/dept of social services,QUALITY CONTROL CASE REVIEWER,"New York, NY",,On Site,"Aug 14, 2024"
Housing preservation & dvlpmnt,Team Leader for the Division of Tenant & Owner Resources,"New York, NY",,,"Oct 1, 2024"
Dept of health/mental hygiene,"BPHC Advisory Group Coordinator, Bureau of Public Health Clinics","New York, NY",,,"Oct 22, 2024"
Bronx community board #4,District Manager,"New York, NY",https://www.nyc.gov,,"Oct 3, 2024"
Law department,Paralegal - Special Federal Litigation,"New York, NY",,On Site,"Jun 7, 2023"
Law department,Paralegal - Special Federal Litigation,"New York, NY",,On Site,"Jun 7, 2023"
Hra/dept of social services,SENIOR BUSINESS ANALYST,"New York, NY",,On Site,"Jun 7, 2024"
Department of correction,Director of Policy Administration,"New York, NY",https://www.nyc.gov,,"Oct 21, 2024"
District attorney richmond cou,Criminal Court Assistant,"New York, NY",https://a127-jobs.nyc.gov,,"Oct 2, 2024"
Dept of health/mental hygiene,"Laboratory Associate, Bureau of Public Health Clinics","New York, NY",,,"Oct 29, 2024"
District attorney-manhattan,Discovery Analyst,"New York, NY",,,"Mar 29, 2024"
Nyc housing authority,COMMUNITY ASSOCIATE,"New York, NY",,,"Dec 15, 2022"
Hra/dept of social services,ACCOUNT ADJUSTMENT ADJUSTER,"New York, NY",,,"Nov 14, 2024"
Department of transportation,Searcher/Testifier (Per Diem),"New York, NY",https://hrb.nycaps.nycnet,On Site,"May 16, 2024"
Department of transportation,Energy Project Manager,"New York, NY",https://hrb.nycaps.nycnet,,"Oct 25, 2024"
Hra/dept of social services,"SENIOR DIRECTOR, ENTERPRISE IMAGING","New York, NY",,,"Nov 14, 2024"
Office of emergency management,COMMUNITY RESILIENCY PLANNER,"New York, NY",https://cityjobs.nyc.gov,On Site,"Nov 15, 2024"
Dept of design & construction,Director,"New York, NY",,,"Mar 4, 2024"
Housing preservation & dvlpmnt,Cloud and Virtual Technical Lead for the Division of HPD Tech,"New York, NY",,,"Oct 9, 2024"
Dept of design & construction,Senior Construction Project Manager,"New York, NY",,,"Oct 23, 2024"
Admin trials and hearings,Staff Attorney,"New York, NY",https://www.nyc.gov,On Site,"Jul 18, 2024"
Department of transportation,BOB- Civil Engineering Intern,"New York, NY",https://www.nyc.gov,On Site,"May 5, 2024"
Dept of design & construction,Deputy Director,"New York, NY",,,"Jun 21, 2024"
Dept of health/mental hygiene,"Laboratory Microbiologist II, Bureau of the Public Health Laboratory","New York, NY",https://a127-jobs.nyc.gov,,"Apr 20, 2024"
Hra/dept of social services,DISBURSEMENT/ RECEIPT UNIT SUPERVISOR,"New York, NY",,On Site,"May 31, 2024"
Dept of health/mental hygiene,"Home Nurse Visitor, Bureau of Maternal Infant and Reproductive Health","New York, NY",https://a127-jobs.nyc.gov,,"Jun 21, 2024"
Hra/dept of social services,SYSTEM DATA ASSOCIATE,"New York, NY",,,"Oct 10, 2023"
Dept of health/mental hygiene,"Director of Policy & Planning, Bureau of Tuberculosis Control","New York, NY",https://a127-jobs.nyc.gov,,"Jun 18, 2024"
Hra/dept of social services,UNIX/LINUX SYSTEM ADMINISTRATOR,"New York, NY",,,"Jun 21, 2024"
Dept of health/mental hygiene,"Director of Content and Copy, Bureau of Communications","New York, NY",,,"Oct 17, 2024"
Department of correction,"Deputy Commissioner, Human Resources","New York, NY",https://www.nyc.gov,,"Aug 22, 2024"
Department of transportation,Civil Engineer 2,"New York, NY",https://www.nyc.gov,On Site,"Jan 12, 2023"
Dept of citywide admin svcs,Investigations and Compliance Officer,"New York, NY",https://www.nyc.gov,,"Oct 31, 2024"
Hra/dept of social services,VIRTUALIZATION ADMINISTRATOR,"New York, NY",,,"Aug 21, 2024"
Dept of environment protection,CHIEF MARINE ENGINEER (DIESEL),"New York, NY",,On Site,"Oct 6, 2023"
Department of correction,Investigator,"New York, NY",https://www.nyc.gov,,"Sep 25, 2024"
Department of transportation,BOB- Staff Analyst II,"New York, NY",,On Site,"Jul 9, 2024"
Dept of environment protection,Stormwater Inspector,"New York, NY",,,"May 16, 2023"
Dept of health/mental hygiene,P-Card Administrative,"New York, NY",,,"Aug 13, 2024"
Hra/dept of social services,SENIOR ATTORNEY,"New York, NY",,On Site,"Jun 18, 2024"
Admin trials and hearings,Procedural Justice Coordinator,"New York, NY",https://www.nyc.gov,On Site,"Oct 17, 2024"
Dept of health/mental hygiene,"Laboratory Coordinator, Bureau of the Public Health Laboratory","New York, NY",,,"Aug 2, 2024"
Dept of health/mental hygiene,"Perinatal Mental Health Program Coordinator, Bureau of Children, Youth, and Families","New York, NY",,,"Sep 19, 2024"
Dept of design & construction,College Aide (Design),"New York, NY",,,"Jun 26, 2024"
Hra/dept of social services,PRINCIPAL PAYMENT ANALYST/INVOICE REPORTS COORDINATOR,"New York, NY",,On Site,"May 2, 2024"
Department of transportation,BOB- Assistant Civil Engineer,"New York, NY",https://www.nyc.gov,On Site,"May 16, 2024"
District attorney richmond cou,Community Liaison,"New York, NY",https://a127-jobs.nyc.gov,,"Nov 25, 2024"
Admin for children's svcs,Investigative Consultant I,"New York, NY",https://www.nyc.gov,,"Mar 15, 2024"
Dept of environment protection,INSTRUMENTATION SPECIALIST,"New York, NY",,On Site,"Oct 20, 2022"
Department of transportation,BOB- Administrative Staff Analyst,"New York, NY",https://www.nyc.gov,On Site,"Nov 1, 2024"
Office of labor relations,Assistant Commissioner/Negotiator,"New York, NY",https://www.nyc.gov,On Site,"Jan 11, 2023"
Law department,Assistant Corporation Counsel - Special Federal Litigation,"New York, NY",,,"Mar 22, 2024"
Dept of design & construction,Senior Design Reviewer (Sustainability),"New York, NY",,On Site,"Dec 12, 2023"
Dept of environment protection,COMPUTER SPECIALIST (SOFTWARE),"New York, NY",,,"Apr 23, 2023"
Hra/dept of social services,CASE MANAGEMENT TEAM LEADER,"New York, NY",,,"Oct 28, 2024"
Dept of design & construction,Resident Engineer,"New York, NY",,,"Dec 4, 2023"
Dept of youth & comm dev srvs,Program Analyst for Strategic Partnerships,"New York, NY",https://www.nyc.gov,On Site,"Aug 14, 2024"
Dept of design & construction,Project Manager,"New York, NY",,,"Feb 29, 2024"
Department of transportation,Urban Designer,"New York, NY",https://hrb.nycaps.nycnet,On Site,"Apr 28, 2024"
Dept of environment protection,Asset Management Planning Section Chief,"New York, NY",,On Site,"Mar 28, 2023"
Dept of design & construction,Engineer-In-Charge (GI),"New York, NY",,,"May 22, 2024"
District attorney-manhattan,Men of Color Advocate,"New York, NY",,,"Sep 12, 2024"
Dept of environment protection,"Assistant Commissioner, OD&HR","New York, NY",https://www1.nyc.gov,On Site,"Oct 28, 2024"
Dept of environment protection,ASSISTANT QUALITY ASSURANCE ENGINEER,"New York, NY",,,"Jul 30, 2024"
Department of city planning,Assistant Borough Planner,"New York, NY",,,"Sep 18, 2024"
Hra/dept of social services,ATTORNEY II,"New York, NY",,,"Oct 9, 2024"
Dept of design & construction,Program Coordinator,"New York, NY",https://http://www.nyc.gov,On Site,"Aug 7, 2023"
Hra/dept of social services,ASSISTANT MANAGER,"New York, NY",,,"Sep 30, 2024"
Hra/dept of social services,Section Supervisor,"New York, NY",,,"Jun 6, 2024"
Office of management & budget,Analyst  Budget,"New York, NY",https://www.nyc.gov,On Site,"Jun 3, 2024"
Fire department,AGENCY ATTORNEY LEVEL I,"New York, NY",,,"Nov 22, 2024"
Dept of environment protection,Civil Engineering Intern,"New York, NY",,,"Oct 14, 2022"
Department of transportation,Over Dimensional Vehicle Router,"New York, NY",https://www.nyc.gov,On Site,"Feb 6, 2023"
Dept of environment protection,Section Chief of Lifecycle Management,"New York, NY",,On Site,"Nov 15, 2022"
Dept of environment protection,Associate Project Manager,"New York, NY",,On Site,"Feb 19, 2023"
Office of management & budget,Analyst  TRANSIT,"New York, NY",,On Site,"Oct 19, 2024"
Dept of health/mental hygiene,"Exterminator, Bureau of Veterinary and Pest Control Services","New York, NY",,,"Oct 8, 2024"
Dept of health/mental hygiene,Forensic Operations Assistant (per diem),"New York, NY",,,"Aug 23, 2024"
Dept of health/mental hygiene,"Graphic Designer, Bureau of Communications","New York, NY",https://a127-jobs.nyc.gov,,"Jun 17, 2024"
Office of criminal justice,"Supervising Attorney for Training, Assigned Counsel Pan","New York, NY",,,"Jan 25, 2024"
Hra/dept of social services,CLERICAL SUPERVISOR,"New York, NY",,On Site,"Nov 22, 2023"
Department of buildings,"Assistant Chief Plan Examiner, Energy Code","New York, NY",,,"Nov 13, 2024"
Housing preservation & dvlpmnt,Executive Director of Database Administration for the Division of HPD Tech,"New York, NY",,,"Nov 21, 2024"
Dept of health/mental hygiene,IT Product Analyst,"New York, NY",https://a127-jobs.nyc.gov,,"Aug 1, 2024"
Dept of environment protection,Electrician,"New York, NY",,On Site,"Oct 25, 2022"
Technology & innovation,"Director, 911 Systems","New York, NY",https://http://www.nyc.gov,On Site,"Nov 18, 2024"
Hra/dept of social services,UNIT CLERK,"New York, NY",,On Site,"Jul 6, 2023"
Hra/dept of social services,ONBOARDING SCHEDULING COORDINATOR,"New York, NY",,On Site,"Nov 18, 2024"
Dept of design & construction,Project Director,"New York, NY",,,"Jul 29, 2024"
Dept of health/mental hygiene,"Science Water Ecologist, Bureau of Environmental Sciences and Engineering","New York, NY",https://a127-jobs.nyc.gov,,"Jul 5, 2024"
Hra/dept of social services,DIRECTOR,"New York, NY",,,"Apr 5, 2023"
Hra/dept of social services,DEPUTY REGIONAL MANAGER,"New York, NY",,,"Feb 1, 2024"
Nyc housing authority,SUPERVISING HOUSING GROUNDSKEEPER (HA),"New York, NY",,,"Nov 19, 2024"
Dept of health/mental hygiene,"Supervising Special Officer, Bureau of Operations","New York, NY",,,"Aug 22, 2024"
Dept of environment protection,Emergency Management Specialist,"New York, NY",,On Site,"Dec 20, 2022"
Bronx district attorney,Clinical Supervisor,"New York, NY",,,"Aug 11, 2024"
Office of management & budget,Network Analyst  Information Systems,"New York, NY",,On Site,"Jun 20, 2024"
Hra/dept of social services,FHEPS Worker,"New York, NY",,,"Oct 25, 2024"
Bronx district attorney,Trial Preparation Assistant  LV 2- Discovery Compliance Bureau,"New York, NY",https://www.nyc.gov,,"Oct 17, 2023"
Housing preservation & dvlpmnt,"FAR Trainer, Division of Administration & Internal Compliance (AIC)","New York, NY",,On Site,"Mar 20, 2024"
Department of transportation,Civil Engineer Intern,"New York, NY",https://www.nyc.gov,On Site,"Oct 14, 2022"
Dept of design & construction,Junior Engineer (Design),"New York, NY",,,"Nov 14, 2024"
Department of transportation,BOB- Civil Engineer II,"New York, NY",https://www.nyc.gov,On Site,"Aug 3, 2024"
Dept of health/mental hygiene,"Office Manager, Bureau of Mental Health","New York, NY",,,"Aug 13, 2024"
Dept of health/mental hygiene,"Policy Manager, Bureau of Equitable Health Systems","New York, NY",,,"Sep 26, 2024"
Department of transportation,BOB-Project Manager/Engineer-In-Charge,"New York, NY",,On Site,"Mar 31, 2024"
Dept of health/mental hygiene,"Inspector, Bureau of Environmental Disease and Injury Prevention","New York, NY",https://a127-jobs.nyc.gov,,"Apr 12, 2024"
Department of correction,"Deputy Director, EISS Unit","New York, NY",https://www.nyc.gov,,"Oct 8, 2024"
Dept of health/mental hygiene,"Compliance Technician, Bureau of Network Technology Services","New York, NY",https://a127-jobs.nyc.gov,,"Mar 29, 2024"
Office of management & budget,Analyst  Housing,"New York, NY",https://www.nyc.gov,On Site,"Oct 22, 2024"
Dept of health/mental hygiene,Senior Laboratory Technician,"New York, NY",,,"Aug 29, 2024"
District attorney-manhattan,Fiscal Assistant Analyst,"New York, NY",,,"Sep 12, 2024"
Department of correction,Press Secretary,"New York, NY",https://www.nyc.gov,,"Feb 28, 2023"
Hra/dept of social services,DEPUTY DIRECTOR,"New York, NY",,,"Nov 7, 2024"
Admin trials and hearings,Staff Attorney,"New York, NY",https://www.nyc.gov,On Site,"Jul 18, 2024"
Housing preservation & dvlpmnt,"Data Community Coordinator, Business Intelligence & Data Strategy","New York, NY",,,"Nov 15, 2024"
District attorney-manhattan,Investigative Analyst,"New York, NY",,,"Oct 11, 2024"
Dept of design & construction,Engineer-In-Charge,"New York, NY",,,"Aug 12, 2024"
Consumer and worker protection,Payment Analyst - 679128,"New York, NY",https://studentaid.ed.gov,,"Sep 10, 2024"
Dept of environment protection,Technical Assistant,"New York, NY",,,"Apr 29, 2024"
Department of correction,"Associate Commissioner, Enterprise Development & Architecture","New York, NY",https://www.nyc.gov,,"Mar 3, 2023"
Department of transportation,Engineer-In-Charge,"New York, NY",https://www.nyc.gov,On Site,"Sep 23, 2022"
Dept of design & construction,Lead Data Management Specialist,"New York, NY",,,"Jul 29, 2024"
Bronx district attorney,Trial Preparation Assistant LV 1,"New York, NY",,,"Jan 10, 2024"
Dept of health/mental hygiene,"Assistant Director, Bureau of Food Safety and Community Sanitation","New York, NY",,,"Oct 9, 2024"
Dept of environment protection,Heavy Duty City Park Worker,"New York, NY",,,"Apr 29, 2024"
Bronx district attorney,IT Product Manager,"New York, NY",https://cityjobs.nyc.gov,,"Apr 30, 2024"
District attorney-manhattan,Assistant Bureau Secretary,"New York, NY",,,"Oct 10, 2024"
Hra/dept of social services,EXECUTIVE DIRECTOR OF BUREAU OF ACCOUNTS PAYABLE (BAP),"New York, NY",,On Site,"Nov 22, 2023"
Dept of health/mental hygiene,"Nurse Practitioner III, Bureau of Public Health Clinics","New York, NY",,,"Oct 1, 2024"
